,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
22929,34.97,Slovakia2005,0.793,"62,697,540,107",12229,Boomers
22930,32.55,Slovakia2005,0.793,"62,697,540,107",12229,Silent
22931,19.41,Slovakia2005,0.793,"62,697,540,107",12229,Generation X
22932,12.95,Slovakia2005,0.793,"62,697,540,107",12229,Millenials
22933,6.22,Slovakia2005,0.793,"62,697,540,107",12229,Silent
22934,5.91,Slovakia2005,0.793,"62,697,540,107",12229,Boomers
22935,4.08,Slovakia2005,0.793,"62,697,540,107",12229,Silent
22936,2.05,Slovakia2005,0.793,"62,697,540,107",12229,Generation X
22937,1.66,Slovakia2005,0.793,"62,697,540,107",12229,Millenials
22938,0.32,Slovakia2005,0.793,"62,697,540,107",12229,Millenials
22939,0.0,Slovakia2005,0.793,"62,697,540,107",12229,Millenials
22940,0.0,Slovakia2006,,"70,596,729,394",13763,Millenials
22941,0.0,Slovakia2006,,"70,596,729,394",13763,Generation X
22942,0.0,Slovakia2006,,"70,596,729,394",13763,Boomers
22943,0.0,Slovakia2006,,"70,596,729,394",13763,Millenials
22944,0.0,Slovakia2006,,"70,596,729,394",13763,Silent
22945,0.0,Slovakia2006,,"70,596,729,394",13763,Silent
22946,0.0,Slovakia2006,,"70,596,729,394",13763,Millenials
22947,0.0,Slovakia2006,,"70,596,729,394",13763,Generation X
22948,0.0,Slovakia2006,,"70,596,729,394",13763,Boomers
22949,0.0,Slovakia2006,,"70,596,729,394",13763,Millenials
22950,0.0,Slovakia2006,,"70,596,729,394",13763,Silent
22951,0.0,Slovakia2006,,"70,596,729,394",13763,Silent
22952,0.0,Slovakia2007,,"86,304,245,825",16815,Millenials
22953,0.0,Slovakia2007,,"86,304,245,825",16815,Generation X
22954,0.0,Slovakia2007,,"86,304,245,825",16815,Boomers
22955,0.0,Slovakia2007,,"86,304,245,825",16815,Generation Z
22956,0.0,Slovakia2007,,"86,304,245,825",16815,Silent
22957,0.0,Slovakia2007,,"86,304,245,825",16815,Silent
22958,0.0,Slovakia2007,,"86,304,245,825",16815,Millenials
22959,0.0,Slovakia2007,,"86,304,245,825",16815,Generation X
22960,0.0,Slovakia2007,,"86,304,245,825",16815,Boomers
22961,0.0,Slovakia2007,,"86,304,245,825",16815,Generation Z
22962,0.0,Slovakia2007,,"86,304,245,825",16815,Silent
22963,0.0,Slovakia2007,,"86,304,245,825",16815,Silent
22964,29.87,Slovakia2008,,"100,324,627,215",19530,Silent
22965,29.22,Slovakia2008,,"100,324,627,215",19530,Silent
22966,28.59,Slovakia2008,,"100,324,627,215",19530,Boomers
22967,18.4,Slovakia2008,,"100,324,627,215",19530,Generation X
22968,10.05,Slovakia2008,,"100,324,627,215",19530,Millenials
22969,6.38,Slovakia2008,,"100,324,627,215",19530,Silent
22970,4.66,Slovakia2008,,"100,324,627,215",19530,Boomers
22971,4.32,Slovakia2008,,"100,324,627,215",19530,Silent
22972,1.25,Slovakia2008,,"100,324,627,215",19530,Millenials
22973,1.1,Slovakia2008,,"100,324,627,215",19530,Generation X
22974,0.36,Slovakia2008,,"100,324,627,215",19530,Generation Z
22975,0.0,Slovakia2008,,"100,324,627,215",19530,Generation Z
22976,37.54,Slovakia2009,,"88,945,625,174",17299,Silent
22977,35.22,Slovakia2009,,"88,945,625,174",17299,Silent
22978,31.26,Slovakia2009,,"88,945,625,174",17299,Boomers
22979,13.73,Slovakia2009,,"88,945,625,174",17299,Generation X
22980,9.8,Slovakia2009,,"88,945,625,174",17299,Millenials
22981,3.86,Slovakia2009,,"88,945,625,174",17299,Silent
22982,2.71,Slovakia2009,,"88,945,625,174",17299,Boomers
22983,2.62,Slovakia2009,,"88,945,625,174",17299,Silent
22984,1.32,Slovakia2009,,"88,945,625,174",17299,Generation X
22985,1.02,Slovakia2009,,"88,945,625,174",17299,Millenials
22986,0.0,Slovakia2009,,"88,945,625,174",17299,Generation Z
22987,0.0,Slovakia2009,,"88,945,625,174",17299,Generation Z
22988,35.05,Slovakia2010,0.827,"89,501,012,916",17387,Silent
22989,30.67,Slovakia2010,0.827,"89,501,012,916",17387,Generation X
22990,30.66,Slovakia2010,0.827,"89,501,012,916",17387,Silent
22991,16.09,Slovakia2010,0.827,"89,501,012,916",17387,Generation X
22992,10.63,Slovakia2010,0.827,"89,501,012,916",17387,Millenials
22993,5.71,Slovakia2010,0.827,"89,501,012,916",17387,Silent
22994,5.02,Slovakia2010,0.827,"89,501,012,916",17387,Generation X
22995,4.44,Slovakia2010,0.827,"89,501,012,916",17387,Silent
22996,1.85,Slovakia2010,0.827,"89,501,012,916",17387,Millenials
22997,1.77,Slovakia2010,0.827,"89,501,012,916",17387,Generation X
22998,1.42,Slovakia2010,0.827,"89,501,012,916",17387,Generation Z
22999,0.37,Slovakia2010,0.827,"89,501,012,916",17387,Generation Z
23000,34.28,Slovakia2012,0.836,"93,413,992,956",18256,Silent
23001,28.37,Slovakia2012,0.836,"93,413,992,956",18256,Boomers
23002,26.18,Slovakia2012,0.836,"93,413,992,956",18256,Generation X
23003,16.28,Slovakia2012,0.836,"93,413,992,956",18256,Millenials
23004,11.2,Slovakia2012,0.836,"93,413,992,956",18256,Millenials
23005,5.02,Slovakia2012,0.836,"93,413,992,956",18256,Boomers
23006,3.89,Slovakia2012,0.836,"93,413,992,956",18256,Generation X
23007,1.52,Slovakia2012,0.836,"93,413,992,956",18256,Silent
23008,1.16,Slovakia2012,0.836,"93,413,992,956",18256,Millenials
23009,0.86,Slovakia2012,0.836,"93,413,992,956",18256,Millenials
23010,0.72,Slovakia2012,0.836,"93,413,992,956",18256,Generation Z
23011,0.0,Slovakia2012,0.836,"93,413,992,956",18256,Generation Z
23012,39.98,Slovakia2013,0.84,"98,478,349,315",19226,Silent
23013,32.55,Slovakia2013,0.84,"98,478,349,315",19226,Boomers
23014,26.08,Slovakia2013,0.84,"98,478,349,315",19226,Generation X
23015,17.45,Slovakia2013,0.84,"98,478,349,315",19226,Millenials
23016,10.99,Slovakia2013,0.84,"98,478,349,315",19226,Millenials
23017,4.28,Slovakia2013,0.84,"98,478,349,315",19226,Boomers
23018,4.13,Slovakia2013,0.84,"98,478,349,315",19226,Generation X
23019,3.5,Slovakia2013,0.84,"98,478,349,315",19226,Silent
23020,2.95,Slovakia2013,0.84,"98,478,349,315",19226,Millenials
23021,1.64,Slovakia2013,0.84,"98,478,349,315",19226,Millenials
23022,0.36,Slovakia2013,0.84,"98,478,349,315",19226,Generation Z
23023,0.0,Slovakia2013,0.84,"98,478,349,315",19226,Generation Z
23024,41.34,Slovakia2014,0.844,"100,948,236,941",19679,Silent
23025,30.47,Slovakia2014,0.844,"100,948,236,941",19679,Boomers
23026,22.18,Slovakia2014,0.844,"100,948,236,941",19679,Generation X
23027,13.65,Slovakia2014,0.844,"100,948,236,941",19679,Millenials
23028,8.75,Slovakia2014,0.844,"100,948,236,941",19679,Millenials
23029,5.29,Slovakia2014,0.844,"100,948,236,941",19679,Boomers
23030,3.44,Slovakia2014,0.844,"100,948,236,941",19679,Silent
23031,3.1,Slovakia2014,0.844,"100,948,236,941",19679,Millenials
23032,3.07,Slovakia2014,0.844,"100,948,236,941",19679,Generation X
23033,1.53,Slovakia2014,0.844,"100,948,236,941",19679,Millenials
23034,0.0,Slovakia2014,0.844,"100,948,236,941",19679,Generation Z
23035,0.0,Slovakia2014,0.844,"100,948,236,941",19679,Generation Z
23036,104.65,Slovenia1995,0.782,"21,273,055,398",11291,G.I. Generation
23037,76.23,Slovenia1995,0.782,"21,273,055,398",11291,Silent
23038,60.46,Slovenia1995,0.782,"21,273,055,398",11291,Boomers
23039,36.46,Slovenia1995,0.782,"21,273,055,398",11291,Generation X
23040,33.71,Slovenia1995,0.782,"21,273,055,398",11291,Generation X
23041,27.3,Slovenia1995,0.782,"21,273,055,398",11291,G.I. Generation
23042,21.79,Slovenia1995,0.782,"21,273,055,398",11291,Silent
23043,15.31,Slovenia1995,0.782,"21,273,055,398",11291,Boomers
23044,10.72,Slovenia1995,0.782,"21,273,055,398",11291,Generation X
23045,4.16,Slovenia1995,0.782,"21,273,055,398",11291,Generation X
23046,2.28,Slovenia1995,0.782,"21,273,055,398",11291,Millenials
23047,0.8,Slovenia1995,0.782,"21,273,055,398",11291,Millenials
23048,114.94,Slovenia1996,,"21,480,023,017",11346,G.I. Generation
23049,92.83,Slovenia1996,,"21,480,023,017",11346,Silent
23050,61.27,Slovenia1996,,"21,480,023,017",11346,Boomers
23051,44.77,Slovenia1996,,"21,480,023,017",11346,Generation X
23052,26.76,Slovenia1996,,"21,480,023,017",11346,G.I. Generation
23053,23.57,Slovenia1996,,"21,480,023,017",11346,Silent
23054,21.58,Slovenia1996,,"21,480,023,017",11346,Generation X
23055,19.37,Slovenia1996,,"21,480,023,017",11346,Boomers
23056,6.69,Slovenia1996,,"21,480,023,017",11346,Generation X
23057,6.21,Slovenia1996,,"21,480,023,017",11346,Generation X
23058,1.6,Slovenia1996,,"21,480,023,017",11346,Millenials
23059,1.52,Slovenia1996,,"21,480,023,017",11346,Millenials
23060,115.67,Slovenia1997,,"20,749,140,606",11014,G.I. Generation
23061,81.08,Slovenia1997,,"20,749,140,606",11014,Silent
23062,66.09,Slovenia1997,,"20,749,140,606",11014,Boomers
23063,47.29,Slovenia1997,,"20,749,140,606",11014,Generation X
23064,26.4,Slovenia1997,,"20,749,140,606",11014,Generation X
23065,25.64,Slovenia1997,,"20,749,140,606",11014,G.I. Generation
23066,18.95,Slovenia1997,,"20,749,140,606",11014,Boomers
23067,16.12,Slovenia1997,,"20,749,140,606",11014,Silent
23068,6.15,Slovenia1997,,"20,749,140,606",11014,Generation X
23069,3.47,Slovenia1997,,"20,749,140,606",11014,Generation X
23070,2.4,Slovenia1997,,"20,749,140,606",11014,Millenials
23071,0.84,Slovenia1997,,"20,749,140,606",11014,Millenials
23072,104.32,Slovenia1998,,"22,125,435,372",11767,G.I. Generation
23073,78.7,Slovenia1998,,"22,125,435,372",11767,Silent
23074,68.7,Slovenia1998,,"22,125,435,372",11767,Boomers
23075,39.31,Slovenia1998,,"22,125,435,372",11767,Generation X
23076,33.82,Slovenia1998,,"22,125,435,372",11767,Generation X
23077,29.1,Slovenia1998,,"22,125,435,372",11767,G.I. Generation
23078,19.31,Slovenia1998,,"22,125,435,372",11767,Silent
23079,14.65,Slovenia1998,,"22,125,435,372",11767,Boomers
23080,12.43,Slovenia1998,,"22,125,435,372",11767,Generation X
23081,9.09,Slovenia1998,,"22,125,435,372",11767,Generation X
23082,3.3,Slovenia1998,,"22,125,435,372",11767,Millenials
23083,0.87,Slovenia1998,,"22,125,435,372",11767,Millenials
23084,107.64,Slovenia1999,,"22,689,994,990",12041,G.I. Generation
23085,76.62,Slovenia1999,,"22,689,994,990",12041,Silent
23086,62.73,Slovenia1999,,"22,689,994,990",12041,Boomers
23087,44.2,Slovenia1999,,"22,689,994,990",12041,Generation X
23088,24.75,Slovenia1999,,"22,689,994,990",12041,Silent
23089,23.46,Slovenia1999,,"22,689,994,990",12041,Generation X
23090,18.95,Slovenia1999,,"22,689,994,990",12041,G.I. Generation
23091,16.94,Slovenia1999,,"22,689,994,990",12041,Boomers
23092,7.63,Slovenia1999,,"22,689,994,990",12041,Generation X
23093,7.04,Slovenia1999,,"22,689,994,990",12041,Generation X
23094,3.4,Slovenia1999,,"22,689,994,990",12041,Millenials
23095,0.0,Slovenia1999,,"22,689,994,990",12041,Millenials
23096,120.97,Slovenia2000,0.824,"20,342,201,356",10783,G.I. Generation
23097,73.53,Slovenia2000,0.824,"20,342,201,356",10783,Silent
23098,60.46,Slovenia2000,0.824,"20,342,201,356",10783,Boomers
23099,36.65,Slovenia2000,0.824,"20,342,201,356",10783,Generation X
23100,29.6,Slovenia2000,0.824,"20,342,201,356",10783,Silent
23101,26.52,Slovenia2000,0.824,"20,342,201,356",10783,G.I. Generation
23102,22.33,Slovenia2000,0.824,"20,342,201,356",10783,Generation X
23103,16.28,Slovenia2000,0.824,"20,342,201,356",10783,Boomers
23104,9.22,Slovenia2000,0.824,"20,342,201,356",10783,Generation X
23105,7.69,Slovenia2000,0.824,"20,342,201,356",10783,Generation X
23106,0.87,Slovenia2000,0.824,"20,342,201,356",10783,Millenials
23107,0.0,Slovenia2000,0.824,"20,342,201,356",10783,Millenials
23108,144.71,Slovenia2001,,"20,875,387,068",10979,Silent
23109,76.77,Slovenia2001,,"20,875,387,068",10979,Silent
23110,56.76,Slovenia2001,,"20,875,387,068",10979,Boomers
23111,43.33,Slovenia2001,,"20,875,387,068",10979,Generation X
23112,30.43,Slovenia2001,,"20,875,387,068",10979,Silent
23113,24.5,Slovenia2001,,"20,875,387,068",10979,Millenials
23114,20.29,Slovenia2001,,"20,875,387,068",10979,Silent
23115,13.43,Slovenia2001,,"20,875,387,068",10979,Boomers
23116,7.21,Slovenia2001,,"20,875,387,068",10979,Millenials
23117,4.19,Slovenia2001,,"20,875,387,068",10979,Generation X
23118,1.78,Slovenia2001,,"20,875,387,068",10979,Millenials
23119,0.0,Slovenia2001,,"20,875,387,068",10979,Millenials
23120,106.71,Slovenia2002,,"23,563,576,758",12362,Silent
23121,76.29,Slovenia2002,,"23,563,576,758",12362,Silent
23122,60.74,Slovenia2002,,"23,563,576,758",12362,Boomers
23123,30.63,Slovenia2002,,"23,563,576,758",12362,Generation X
23124,23.97,Slovenia2002,,"23,563,576,758",12362,Silent
23125,17.28,Slovenia2002,,"23,563,576,758",12362,Millenials
23126,15.95,Slovenia2002,,"23,563,576,758",12362,Silent
23127,13.98,Slovenia2002,,"23,563,576,758",12362,Boomers
23128,5.6,Slovenia2002,,"23,563,576,758",12362,Generation X
23129,2.19,Slovenia2002,,"23,563,576,758",12362,Millenials
23130,0.96,Slovenia2002,,"23,563,576,758",12362,Millenials
23131,0.0,Slovenia2002,,"23,563,576,758",12362,Millenials
23132,115.14,Slovenia2003,,"29,697,448,108",15568,Silent
23133,73.83,Slovenia2003,,"29,697,448,108",15568,Silent
23134,58.33,Slovenia2003,,"29,697,448,108",15568,Boomers
23135,30.43,Slovenia2003,,"29,697,448,108",15568,Generation X
23136,27.94,Slovenia2003,,"29,697,448,108",15568,Silent
23137,24.5,Slovenia2003,,"29,697,448,108",15568,Millenials
23138,21.96,Slovenia2003,,"29,697,448,108",15568,Silent
23139,11.91,Slovenia2003,,"29,697,448,108",15568,Boomers
23140,6.66,Slovenia2003,,"29,697,448,108",15568,Millenials
23141,4.91,Slovenia2003,,"29,697,448,108",15568,Generation X
23142,0.95,Slovenia2003,,"29,697,448,108",15568,Millenials
23143,0.0,Slovenia2003,,"29,697,448,108",15568,Millenials
23144,64.36,Slovenia2004,,"34,470,227,454",18067,Silent
23145,51.64,Slovenia2004,,"34,470,227,454",18067,Silent
23146,51.38,Slovenia2004,,"34,470,227,454",18067,Boomers
23147,26.85,Slovenia2004,,"34,470,227,454",18067,Silent
23148,24.94,Slovenia2004,,"34,470,227,454",18067,Generation X
23149,23.2,Slovenia2004,,"34,470,227,454",18067,Silent
23150,21.55,Slovenia2004,,"34,470,227,454",18067,Millenials
23151,15.19,Slovenia2004,,"34,470,227,454",18067,Boomers
23152,9.08,Slovenia2004,,"34,470,227,454",18067,Millenials
23153,6.28,Slovenia2004,,"34,470,227,454",18067,Generation X
23154,2.06,Slovenia2004,,"34,470,227,454",18067,Millenials
23155,1.95,Slovenia2004,,"34,470,227,454",18067,Millenials
23156,110.13,Slovenia2005,0.857,"36,346,974,008",19012,Silent
23157,56.96,Slovenia2005,0.857,"36,346,974,008",19012,Silent
23158,48.3,Slovenia2005,0.857,"36,346,974,008",19012,Boomers
23159,38.22,Slovenia2005,0.857,"36,346,974,008",19012,Generation X
23160,21.33,Slovenia2005,0.857,"36,346,974,008",19012,Millenials
23161,20.28,Slovenia2005,0.857,"36,346,974,008",19012,Silent
23162,20.18,Slovenia2005,0.857,"36,346,974,008",19012,Silent
23163,12.24,Slovenia2005,0.857,"36,346,974,008",19012,Boomers
23164,4.84,Slovenia2005,0.857,"36,346,974,008",19012,Generation X
23165,3.88,Slovenia2005,0.857,"36,346,974,008",19012,Millenials
23166,1.05,Slovenia2005,0.857,"36,346,974,008",19012,Millenials
23167,0.0,Slovenia2005,0.857,"36,346,974,008",19012,Millenials
23168,114.86,Slovenia2006,,"39,587,732,029",20634,Silent
23169,72.83,Slovenia2006,,"39,587,732,029",20634,Silent
23170,50.68,Slovenia2006,,"39,587,732,029",20634,Boomers
23171,28.66,Slovenia2006,,"39,587,732,029",20634,Generation X
23172,22.71,Slovenia2006,,"39,587,732,029",20634,Silent
23173,20.39,Slovenia2006,,"39,587,732,029",20634,Silent
23174,15.73,Slovenia2006,,"39,587,732,029",20634,Millenials
23175,10.96,Slovenia2006,,"39,587,732,029",20634,Boomers
23176,5.57,Slovenia2006,,"39,587,732,029",20634,Millenials
23177,5.48,Slovenia2006,,"39,587,732,029",20634,Generation X
23178,0.0,Slovenia2006,,"39,587,732,029",20634,Millenials
23179,0.0,Slovenia2006,,"39,587,732,029",20634,Millenials
23180,101.72,Slovenia2007,,"48,114,688,201",24964,Silent
23181,56.01,Slovenia2007,,"48,114,688,201",24964,Silent
23182,38.3,Slovenia2007,,"48,114,688,201",24964,Boomers
23183,26.31,Slovenia2007,,"48,114,688,201",24964,Generation X
23184,21.91,Slovenia2007,,"48,114,688,201",24964,Silent
23185,13.87,Slovenia2007,,"48,114,688,201",24964,Silent
23186,11.46,Slovenia2007,,"48,114,688,201",24964,Millenials
23187,10.65,Slovenia2007,,"48,114,688,201",24964,Boomers
23188,5.75,Slovenia2007,,"48,114,688,201",24964,Millenials
23189,5.47,Slovenia2007,,"48,114,688,201",24964,Generation X
23190,0.0,Slovenia2007,,"48,114,688,201",24964,Generation Z
23191,0.0,Slovenia2007,,"48,114,688,201",24964,Generation Z
23192,88.08,Slovenia2008,,"55,589,849,128",28599,Silent
23193,46.54,Slovenia2008,,"55,589,849,128",28599,Silent
23194,38.86,Slovenia2008,,"55,589,849,128",28599,Boomers
23195,21.37,Slovenia2008,,"55,589,849,128",28599,Millenials
23196,21.32,Slovenia2008,,"55,589,849,128",28599,Generation X
23197,17.14,Slovenia2008,,"55,589,849,128",28599,Silent
23198,14.11,Slovenia2008,,"55,589,849,128",28599,Silent
23199,8.35,Slovenia2008,,"55,589,849,128",28599,Boomers
23200,4.79,Slovenia2008,,"55,589,849,128",28599,Generation X
23201,2.53,Slovenia2008,,"55,589,849,128",28599,Millenials
23202,0.0,Slovenia2008,,"55,589,849,128",28599,Generation Z
23203,0.0,Slovenia2008,,"55,589,849,128",28599,Generation Z
23204,78.15,Slovenia2009,,"50,244,793,832",25872,Silent
23205,55.25,Slovenia2009,,"50,244,793,832",25872,Silent
23206,42.3,Slovenia2009,,"50,244,793,832",25872,Boomers
23207,26.5,Slovenia2009,,"50,244,793,832",25872,Generation X
23208,20.65,Slovenia2009,,"50,244,793,832",25872,Silent
23209,16.51,Slovenia2009,,"50,244,793,832",25872,Silent
23210,14.34,Slovenia2009,,"50,244,793,832",25872,Millenials
23211,11.04,Slovenia2009,,"50,244,793,832",25872,Boomers
23212,2.6,Slovenia2009,,"50,244,793,832",25872,Millenials
23213,1.37,Slovenia2009,,"50,244,793,832",25872,Generation X
23214,0.0,Slovenia2009,,"50,244,793,832",25872,Generation Z
23215,0.0,Slovenia2009,,"50,244,793,832",25872,Generation Z
23216,96.29,Slovenia2010,0.876,"48,013,606,745",24689,Silent
23217,49.14,Slovenia2010,0.876,"48,013,606,745",24689,Silent
23218,38.39,Slovenia2010,0.876,"48,013,606,745",24689,Generation X
23219,20.64,Slovenia2010,0.876,"48,013,606,745",24689,Millenials
23220,19.88,Slovenia2010,0.876,"48,013,606,745",24689,Generation X
23221,14.94,Slovenia2010,0.876,"48,013,606,745",24689,Silent
23222,11.49,Slovenia2010,0.876,"48,013,606,745",24689,Silent
23223,8.39,Slovenia2010,0.876,"48,013,606,745",24689,Generation X
23224,3.44,Slovenia2010,0.876,"48,013,606,745",24689,Generation X
23225,2.1,Slovenia2010,0.876,"48,013,606,745",24689,Generation Z
23226,0.89,Slovenia2010,0.876,"48,013,606,745",24689,Millenials
23227,0.0,Slovenia2010,0.876,"48,013,606,745",24689,Generation Z
23228,105.15,Slovenia2011,0.877,"51,290,792,018",26377,Silent
23229,59.21,Slovenia2011,0.877,"51,290,792,018",26377,Boomers
23230,35.66,Slovenia2011,0.877,"51,290,792,018",26377,Generation X
23231,18.76,Slovenia2011,0.877,"51,290,792,018",26377,Silent
23232,17.94,Slovenia2011,0.877,"51,290,792,018",26377,Millenials
23233,16.48,Slovenia2011,0.877,"51,290,792,018",26377,Millenials
23234,12.57,Slovenia2011,0.877,"51,290,792,018",26377,Boomers
23235,10.08,Slovenia2011,0.877,"51,290,792,018",26377,Generation X
23236,4.9,Slovenia2011,0.877,"51,290,792,018",26377,Millenials
23237,0.91,Slovenia2011,0.877,"51,290,792,018",26377,Millenials
23238,0.0,Slovenia2011,0.877,"51,290,792,018",26377,Generation Z
23239,0.0,Slovenia2011,0.877,"51,290,792,018",26377,Generation Z
23240,107.95,Slovenia2012,0.878,"46,352,802,766",23820,Silent
23241,51.77,Slovenia2012,0.878,"46,352,802,766",23820,Boomers
23242,42.77,Slovenia2012,0.878,"46,352,802,766",23820,Generation X
23243,18.03,Slovenia2012,0.878,"46,352,802,766",23820,Millenials
23244,17.66,Slovenia2012,0.878,"46,352,802,766",23820,Millenials
23245,15.68,Slovenia2012,0.878,"46,352,802,766",23820,Boomers
23246,11.06,Slovenia2012,0.878,"46,352,802,766",23820,Silent
23247,6.4,Slovenia2012,0.878,"46,352,802,766",23820,Generation X
23248,6.37,Slovenia2012,0.878,"46,352,802,766",23820,Millenials
23249,1.11,Slovenia2012,0.878,"46,352,802,766",23820,Generation Z
23250,0.94,Slovenia2012,0.878,"46,352,802,766",23820,Millenials
23251,0.0,Slovenia2012,0.878,"46,352,802,766",23820,Generation Z
23252,98.96,Slovenia2013,0.878,"48,116,256,926",24697,Silent
23253,52.19,Slovenia2013,0.878,"48,116,256,926",24697,Boomers
23254,38.84,Slovenia2013,0.878,"48,116,256,926",24697,Generation X
23255,23.5,Slovenia2013,0.878,"48,116,256,926",24697,Millenials
23256,21.11,Slovenia2013,0.878,"48,116,256,926",24697,Millenials
23257,18.17,Slovenia2013,0.878,"48,116,256,926",24697,Silent
23258,15.46,Slovenia2013,0.878,"48,116,256,926",24697,Boomers
23259,6.08,Slovenia2013,0.878,"48,116,256,926",24697,Generation X
23260,5.73,Slovenia2013,0.878,"48,116,256,926",24697,Millenials
23261,1.95,Slovenia2013,0.878,"48,116,256,926",24697,Millenials
23262,1.03,Slovenia2013,0.878,"48,116,256,926",24697,Generation Z
23263,0.0,Slovenia2013,0.878,"48,116,256,926",24697,Generation Z
23264,85.21,Slovenia2014,0.88,"49,904,928,335",25569,Silent
23265,46.55,Slovenia2014,0.88,"49,904,928,335",25569,Boomers
23266,36.22,Slovenia2014,0.88,"49,904,928,335",25569,Generation X
23267,22.1,Slovenia2014,0.88,"49,904,928,335",25569,Millenials
23268,15.15,Slovenia2014,0.88,"49,904,928,335",25569,Millenials
23269,13.39,Slovenia2014,0.88,"49,904,928,335",25569,Silent
23270,8.43,Slovenia2014,0.88,"49,904,928,335",25569,Boomers
23271,7.1,Slovenia2014,0.88,"49,904,928,335",25569,Generation X
23272,3.01,Slovenia2014,0.88,"49,904,928,335",25569,Millenials
23273,2.2,Slovenia2014,0.88,"49,904,928,335",25569,Millenials
23274,1.01,Slovenia2014,0.88,"49,904,928,335",25569,Generation Z
23275,0.0,Slovenia2014,0.88,"49,904,928,335",25569,Generation Z
23276,99.45,Slovenia2015,,"43,072,415,017",22036,Silent
23277,50.02,Slovenia2015,,"43,072,415,017",22036,Boomers
23278,33.62,Slovenia2015,,"43,072,415,017",22036,Generation X
23279,20.04,Slovenia2015,,"43,072,415,017",22036,Millenials
23280,16.67,Slovenia2015,,"43,072,415,017",22036,Silent
23281,15.86,Slovenia2015,,"43,072,415,017",22036,Boomers
23282,13.55,Slovenia2015,,"43,072,415,017",22036,Millenials
23283,7.78,Slovenia2015,,"43,072,415,017",22036,Generation X
23284,3.76,Slovenia2015,,"43,072,415,017",22036,Millenials
23285,3.07,Slovenia2015,,"43,072,415,017",22036,Millenials
23286,0.99,Slovenia2015,,"43,072,415,017",22036,Generation Z
23287,0.0,Slovenia2015,,"43,072,415,017",22036,Generation Z
23288,3.59,South Africa1996,,"147,607,982,695",3908,G.I. Generation
23289,0.97,South Africa1996,,"147,607,982,695",3908,Generation X
23290,0.89,South Africa1996,,"147,607,982,695",3908,Boomers
23291,0.67,South Africa1996,,"147,607,982,695",3908,Silent
23292,0.62,South Africa1996,,"147,607,982,695",3908,Generation X
23293,0.45,South Africa1996,,"147,607,982,695",3908,Silent
23294,0.31,South Africa1996,,"147,607,982,695",3908,G.I. Generation
23295,0.27,South Africa1996,,"147,607,982,695",3908,Generation X
23296,0.19,South Africa1996,,"147,607,982,695",3908,Boomers
23297,0.04,South Africa1996,,"147,607,982,695",3908,Millenials
23298,0.03,South Africa1996,,"147,607,982,695",3908,Generation X
23299,0.0,South Africa1996,,"147,607,982,695",3908,Millenials
23300,1.2,South Africa1997,,"152,586,154,514",3960,G.I. Generation
23301,1.04,South Africa1997,,"152,586,154,514",3960,Silent
23302,0.59,South Africa1997,,"152,586,154,514",3960,Generation X
23303,0.57,South Africa1997,,"152,586,154,514",3960,G.I. Generation
23304,0.54,South Africa1997,,"152,586,154,514",3960,Generation X
23305,0.51,South Africa1997,,"152,586,154,514",3960,Boomers
23306,0.16,South Africa1997,,"152,586,154,514",3960,Boomers
23307,0.14,South Africa1997,,"152,586,154,514",3960,Generation X
23308,0.11,South Africa1997,,"152,586,154,514",3960,Silent
23309,0.09,South Africa1997,,"152,586,154,514",3960,Generation X
23310,0.0,South Africa1997,,"152,586,154,514",3960,Millenials
23311,0.0,South Africa1997,,"152,586,154,514",3960,Millenials
23312,2.21,South Africa1998,,"137,774,361,015",3512,G.I. Generation
23313,1.18,South Africa1998,,"137,774,361,015",3512,Generation X
23314,0.99,South Africa1998,,"137,774,361,015",3512,Boomers
23315,0.77,South Africa1998,,"137,774,361,015",3512,Generation X
23316,0.77,South Africa1998,,"137,774,361,015",3512,Silent
23317,0.58,South Africa1998,,"137,774,361,015",3512,G.I. Generation
23318,0.37,South Africa1998,,"137,774,361,015",3512,Generation X
23319,0.37,South Africa1998,,"137,774,361,015",3512,Silent
23320,0.22,South Africa1998,,"137,774,361,015",3512,Boomers
23321,0.14,South Africa1998,,"137,774,361,015",3512,Generation X
23322,0.06,South Africa1998,,"137,774,361,015",3512,Millenials
23323,0.04,South Africa1998,,"137,774,361,015",3512,Millenials
23324,2.71,South Africa1999,,"136,631,966,609",3424,G.I. Generation
23325,1.79,South Africa1999,,"136,631,966,609",3424,Generation X
23326,1.63,South Africa1999,,"136,631,966,609",3424,Boomers
23327,1.25,South Africa1999,,"136,631,966,609",3424,Generation X
23328,1.06,South Africa1999,,"136,631,966,609",3424,Silent
23329,0.85,South Africa1999,,"136,631,966,609",3424,G.I. Generation
23330,0.57,South Africa1999,,"136,631,966,609",3424,Generation X
23331,0.41,South Africa1999,,"136,631,966,609",3424,Boomers
23332,0.26,South Africa1999,,"136,631,966,609",3424,Silent
23333,0.22,South Africa1999,,"136,631,966,609",3424,Generation X
23334,0.08,South Africa1999,,"136,631,966,609",3424,Millenials
23335,0.04,South Africa1999,,"136,631,966,609",3424,Millenials
23336,2.15,South Africa2000,0.632,"136,361,854,808",3361,G.I. Generation
23337,1.76,South Africa2000,0.632,"136,361,854,808",3361,Boomers
23338,1.53,South Africa2000,0.632,"136,361,854,808",3361,Generation X
